team_1,team_2,team_1_goals,team_2_goals,is_team_1_home,is_neutral,outcome,team_1_outcome,team_2_outcome,days,year,tournament.Friendly,tournament.African.Cup.of.Nations.Qualifiers,tournament.Euro.Qualifiers,tournament.Oceania.Nations.Cup,tournament.Copa.America,tournament.Confederations.Cup,tournament.Asian.Cup.Qualifiers,tournament.African.Cup.of.Nations,tournament.Gold.Cup,tournament.World.Cup.Qualifiers,tournament.Euro,tournament.Asian.Cup,tournament.World.Cup,team_1_index,team_2_index,team_1_rolling_2_outcome,team_1_rolling_2_goals,team_1_rolling_2_opponentgoals,team_2_rolling_2_outcome,team_2_rolling_2_goals,team_2_rolling_2_opponentgoals,diff_rolling_2_outcome,diff_rolling_2_goals,diff_rolling_2_opponentgoals,team_1_rolling_5_outcome,team_1_rolling_5_goals,team_1_rolling_5_opponentgoals,team_2_rolling_5_outcome,team_2_rolling_5_goals,team_2_rolling_5_opponentgoals,diff_rolling_5_outcome,diff_rolling_5_goals,diff_rolling_5_opponentgoals,team_1_rolling_10_outcome,team_1_rolling_10_goals,team_1_rolling_10_opponentgoals,team_2_rolling_10_outcome,team_2_rolling_10_goals,team_2_rolling_10_opponentgoals,diff_rolling_10_outcome,diff_rolling_10_goals,diff_rolling_10_opponentgoals,team_1_rolling_20_outcome,team_1_rolling_20_goals,team_1_rolling_20_opponentgoals,team_2_rolling_20_outcome,team_2_rolling_20_goals,team_2_rolling_20_opponentgoals,diff_rolling_20_outcome,diff_rolling_20_goals,diff_rolling_20_opponentgoals,team_1_rolling_50_outcome,team_1_rolling_50_goals,team_1_rolling_50_opponentgoals,team_2_rolling_50_outcome,team_2_rolling_50_goals,team_2_rolling_50_opponentgoals,diff_rolling_50_outcome,diff_rolling_50_goals,diff_rolling_50_opponentgoals
Bulgaria,Poland,0,3,1,0,lose,-1,1,53,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,59,34,0,0,0,2,4,1,-2,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,Czech Republic,0,1,1,0,lose,-1,1,53,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,60,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Slovenia,2,2,1,0,draw,0,-0,53,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,61,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Portugal,1,3,1,0,lose,-1,1,53,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,40,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macedonia,Malta,4,0,1,0,win,1,-1,53,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,62,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Latvia,1,3,1,0,lose,-1,1,53,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,42,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,Ghana,0,1,1,0,lose,-1,1,53,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,20,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Benin,0,1,1,0,lose,-1,1,53,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,35,6,1,3,1,-1,1,3,2,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Lebanon,0,0,1,0,draw,0,-0,56,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,63,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Tanzania,8,0,1,0,win,1,-1,58,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,64,24,0,0,0,-2,0,2,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syria,Oman,3,0,1,0,win,1,-1,59,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,65,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Libya,2,2,0,1,draw,0,-0,60,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,66,10,0,0,0,-2,0,5,2,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Korea DPR,4,0,1,0,win,1,-1,60,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,63,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Sudan,2,1,1,0,win,1,-1,61,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,64,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syria,Oman,0,0,1,0,draw,0,-0,62,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,65,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,Ivory Coast,0,0,1,0,draw,0,-0,63,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,67,111,0,0,0,-1,1,2,1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Sudan,1,1,1,0,draw,0,-0,63,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,68,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Libya,5,1,1,0,win,1,-1,63,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,69,10,0,0,0,-1,2,5,1,-2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Senegal,3,2,1,0,win,1,-1,64,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,64,4,2,10,1,-1,1,3,3,9,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Syria,2,0,1,0,win,1,-1,65,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,66,65,0,0,0,1,3,0,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,Papua New Guinea,2,1,1,0,win,1,-1,66,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,70,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Mali,0,1,1,0,lose,-1,1,67,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,35,18,-1,1,2,1,3,0,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Zambia,2,0,1,0,win,1,-1,69,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,71,81,-1,0,3,0,0,0,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Serbia,1,1,1,0,draw,0,-0,70,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,72,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Egypt,2,2,1,0,draw,0,-0,70,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,46,67,-1,1,2,0,0,0,-1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Russia,1,0,1,0,win,1,-1,70,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,73,90,0,0,0,-2,2,4,2,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Zambia,1,1,1,0,draw,0,-0,71,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,71,81,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Fiji,3,1,1,0,win,1,-1,72,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,Tahiti,1,0,0,1,win,1,-1,72,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,75,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,Burkina Faso,1,0,1,0,win,1,-1,74,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,18,5,1,1,0,0,2,2,1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Cook Islands,16,0,1,0,win,1,-1,75,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,74,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,Vanuatu,8,1,0,1,win,1,-1,75,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,75,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macedonia,Egypt,2,2,1,0,draw,0,-0,76,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,62,67,0,0,0,0,2,2,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,Cook Islands,3,0,0,1,win,1,-1,77,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,76,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tahiti,Vanuatu,5,1,0,1,win,1,-1,77,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,77,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Tahiti,4,1,1,0,win,1,-1,79,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,74,77,2,19,1,0,5,2,2,14,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,Fiji,1,0,0,1,win,1,-1,79,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,75,76,2,9,1,0,4,3,2,5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Sudan,2,3,1,0,lose,-1,1,80,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,66,190,1,4,2,-1,2,3,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Madagascar,1,1,1,0,draw,0,-0,80,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,9,120,2,12,1,0,0,0,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,Sierra Leone,3,0,1,0,win,1,-1,80,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,49,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Congo,0,1,1,0,lose,-1,1,80,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,11,28,2,3,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Angola,1,0,1,0,win,1,-1,80,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,78,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,New Zealand,0,1,1,0,lose,-1,1,81,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,74,75,2,20,1,2,9,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,Nigeria,0,0,1,0,draw,0,-0,81,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,5,114,-1,1,2,0,0,0,-1,1,2,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,Ghana,1,3,1,0,lose,-1,1,81,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,79,118,0,0,0,2,2,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,Mauritius,2,0,1,0,win,1,-1,81,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,29,47,2,5,0,1,4,2,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,Ivory Coast,0,1,1,0,lose,-1,1,81,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,18,111,2,2,0,0,1,1,2,1,-1,2,6,3,0,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Eritrea,3,1,1,0,win,1,-1,81,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,23,113,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tahiti,Fiji,2,4,0,1,lose,-1,1,81,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,77,76,0,6,5,0,3,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Guinea,2,0,1,0,win,1,-1,81,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,35,119,-2,0,2,0,0,0,-2,0,2,0,7,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Liberia,2,1,1,0,win,1,-1,81,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,80,30,0,0,0,0,3,2,0,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Congo DR,1,1,1,0,draw,0,-0,81,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,81,117,-1,1,3,0,0,0,-1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,Ukraine,0,2,1,0,lose,-1,1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,2,7,2,-2,-7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Iceland,0,0,1,0,draw,0,-0,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,33,41,2,4,1,1,5,2,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Hungary,0,4,1,0,lose,-1,1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,21,40,0,1,3,0,3,4,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia-Herzegovina,Czech Republic,1,3,1,0,lose,-1,1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,37,39,1,2,1,2,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,Austria,0,3,1,0,lose,-1,1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,38,36,2,6,4,0,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Wales,1,2,1,0,lose,-1,1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,83,58,-1,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England,Bulgaria,0,0,1,0,draw,0,-0,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,84,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Switzerland,2,0,1,0,win,1,-1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,85,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Georgia,1,0,1,0,win,1,-1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,86,54,0,4,5,0,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,Slovakia,0,4,1,0,lose,-1,1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,87,44,0,0,0,1,3,0,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Faroe Islands,0,0,1,0,draw,0,-0,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,31,60,-1,0,3,-2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Croatia,1,4,1,0,lose,-1,1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,48,94,-2,1,6,0,0,0,-2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Peru,2,0,1,0,win,1,-1,87,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,88,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,Finland,1,0,1,0,win,1,-1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,89,53,0,0,0,1,3,2,-1,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,Luxembourg,3,0,1,0,win,1,-1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,34,97,2,5,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Romania,0,1,1,0,lose,-1,1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,43,50,2,5,2,1,8,1,1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,France,2,3,1,0,lose,-1,1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,90,95,-2,2,4,0,3,3,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Marino,Israel,0,5,1,0,lose,-1,1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,91,96,0,0,0,-1,1,3,1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland,Estonia,3,2,1,0,win,1,-1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,92,46,0,0,0,0,3,3,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Norway,1,2,1,0,lose,-1,1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,93,42,-1,3,4,-1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Germany,1,0,1,0,win,1,-1,87,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,57,55,0,0,0,1,3,2,-1,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Iran,3,0,1,0,win,1,-1,90,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,63,188,1,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Ghana,0,0,1,0,draw,0,-0,90,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,88,118,0,0,0,2,4,1,-2,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Ecuador,5,1,0,1,win,1,-1,91,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,72,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Sweden,0,1,1,0,lose,-1,1,91,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,59,45,-1,0,3,2,3,1,-3,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,Macedonia,3,2,1,0,win,1,-1,91,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,94,62,0,4,3,1,6,2,-1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,Estonia,4,1,1,0,win,1,-1,91,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,39,46,2,4,1,-1,4,5,3,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Andorra,2,0,1,0,win,1,-1,91,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,95,82,1,4,3,-2,1,5,3,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Georgia,3,0,1,0,win,1,-1,91,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,61,54,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Romania,1,1,1,0,draw,0,-0,91,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,40,50,0,5,3,1,2,1,-1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Russia,1,0,1,0,win,1,-1,91,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,41,90,0,1,1,-2,2,4,2,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Malta,5,0,1,0,win,1,-1,91,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,56,48,0,0,0,-2,1,8,2,-1,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Spain,1,2,1,0,lose,-1,1,91,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,96,73,1,6,1,0,3,3,1,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
